entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_8c5d1c9b4c3c6570,ent_8c5d1c9b4c3c6570,ent_8c5d1c9b4c3c6570,No.2 空冷器,no2空冷器,No.2 空冷器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[471],471,"[""eocc_ea924598f9a438a7""]",eocc_ea924598f9a438a7
ent_8c62dd3e8a0f1fd8,ent_8c62dd3e8a0f1fd8,ent_8c62dd3e8a0f1fd8,No.1 主机空冷器漏,no1主机空冷器漏,No.1 主机空冷器漏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[477],477,"[""eocc_a1ae0aedb06ec2af""]",eocc_a1ae0aedb06ec2af
ent_8c765e91278901c5,ent_8c765e91278901c5,ent_8c765e91278901c5,第 7 缸缸套磨损严重,第7缸缸套磨损严重,第 7 缸缸套磨损严重,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""数值"": ""2.37 mm"", ""涉及气缸"": ""第 7 缸""}",[493],493,"[""eocc_3cc3d2ae4468d80d""]",eocc_3cc3d2ae4468d80d
ent_8c9b7caae62fab1f,ent_8c9b7caae62fab1f,ent_8c9b7caae62fab1f,主机机油泵自动转换未起作用,主机机油泵自动转换未起作用,主机机油泵自动转换未起作用,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[469],469,"[""eocc_94a63165c2674c58""]",eocc_94a63165c2674c58
ent_8ca6424cf084a5b0,ent_8ca6424cf084a5b0,ent_8ca6424cf084a5b0,燃油沉淀柜,燃油沉淀柜,燃油沉淀柜,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[460],460,"[""eocc_d899db23e3a71e7b""]",eocc_d899db23e3a71e7b
ent_8d358ff88af6df0f,ent_8d358ff88af6df0f,ent_8d358ff88af6df0f,燃油严重脏污,燃油严重脏污,燃油严重脏污,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[506],506,"[""eocc_252c5f7499e7248a""]",eocc_252c5f7499e7248a
ent_8d3bb795fdb76c33,ent_8d3bb795fdb76c33,ent_8d3bb795fdb76c33,安全地点,安全地点,安全地点,地点,地点,"[""地点""]",地点,,{},[485],485,"[""eocc_72c355d44741bb11""]",eocc_72c355d44741bb11
ent_8d40efad8f45a9e1,ent_8d40efad8f45a9e1,ent_8d40efad8f45a9e1,用铁制闷头堵死小孔,用铁制闷头堵死小孔,用铁制闷头堵死小孔,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[476],476,"[""eocc_6e81f54bac7dcd53""]",eocc_6e81f54bac7dcd53
ent_8d77fe6030eaeac5,ent_8d77fe6030eaeac5,ent_8d77fe6030eaeac5,缸头起动阀损坏,缸头起动阀损坏,缸头起动阀损坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[510],510,"[""eocc_70f592000c5fe1f9""]",eocc_70f592000c5fe1f9
ent_8dce19eb7325e54b,ent_8dce19eb7325e54b,ent_8dce19eb7325e54b,网栅,网栅,网栅,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_2471f869065d430a""]",eocc_2471f869065d430a
ent_8de1251640837fa3,ent_8de1251640837fa3,ent_8de1251640837fa3,系统压力偏低,系统压力偏低,系统压力偏低,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[470],470,"[""eocc_3dd7ee3444fe0284""]",eocc_3dd7ee3444fe0284
ent_8df2ce924bf2378a,ent_8df2ce924bf2378a,ent_8df2ce924bf2378a,美国长滩港,美国长滩港,美国长滩港,地点,地点,"[""地点""]",地点,,{},"[507, 509]",507|509,"[""eocc_7201261656ed18b8"", ""eocc_744c8e701e0f5e35""]",eocc_7201261656ed18b8|eocc_744c8e701e0f5e35
ent_8e2249fcb93a35e2,ent_8e2249fcb93a35e2,ent_8e2249fcb93a35e2,MH 轮主机燃用劣质燃油，缸套异常磨损,mh轮主机燃用劣质燃油缸套异常磨损,MH 轮主机燃用劣质燃油，缸套异常磨损,事故案例,事故案例,"[""事故案例""]",事故案例,,{},[507],507,"[""eocc_1a7bb1b3925f8c98""]",eocc_1a7bb1b3925f8c98
ent_8e882eace132dec1,ent_8e882eace132dec1,ent_8e882eace132dec1,滤芯,滤芯,滤芯,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_78a2e5c479126b55""]",eocc_78a2e5c479126b55
ent_8eecdd9bbe455a74,ent_8eecdd9bbe455a74,ent_8eecdd9bbe455a74,No.1 空冷器,no1空冷器,No.1 空冷器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[471, 478]",471|478,"[""eocc_5282f8c9af890464"", ""eocc_ab0c65af48f781ad""]",eocc_5282f8c9af890464|eocc_ab0c65af48f781ad
ent_900965857ba1acf7,ent_900965857ba1acf7,ent_900965857ba1acf7,主机无法提速,主机无法提速,主机无法提速,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[462],462,"[""eocc_5856275cdd2ec3b9""]",eocc_5856275cdd2ec3b9
ent_902eba32e46c7b89,ent_902eba32e46c7b89,ent_902eba32e46c7b89,更换缸头起动阀,更换缸头起动阀,更换缸头起动阀,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[489],489,"[""eocc_1f295f614a2e8ebb""]",eocc_1f295f614a2e8ebb
ent_905e11b0844c582f,ent_905e11b0844c582f,ent_905e11b0844c582f,排烟温度时而升高时而停滞不动时而又下降,排烟温度时而升高时而停滞不动时而又下降,排烟温度时而升高时而停滞不动时而又下降,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[480],480,"[""eocc_bf7a05b6572e9eb2""]",eocc_bf7a05b6572e9eb2
ent_90879291621b2d30,ent_90879291621b2d30,ent_90879291621b2d30,主机运行中导套上下运动、振动,主机运行中导套上下运动振动,主机运行中导套上下运动、振动,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[465],465,"[""eocc_893dbb9291f04251""]",eocc_893dbb9291f04251
ent_909c8411210be492,ent_909c8411210be492,ent_909c8411210be492,口琴阀全部拆洗,口琴阀全部拆洗,口琴阀全部拆洗,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[466],466,"[""eocc_01d6d0b56663a722""]",eocc_01d6d0b56663a722
ent_90b340601e6edee5,ent_90b340601e6edee5,ent_90b340601e6edee5,报公司要求回厂修理,报公司要求回厂修理,报公司要求回厂修理,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[500],500,"[""eocc_7730a15faa503e6d""]",eocc_7730a15faa503e6d
ent_90c3f87fb5d4c474,ent_90c3f87fb5d4c474,ent_90c3f87fb5d4c474,凸轮轴焊接部位再次断裂,凸轮轴焊接部位再次断裂,凸轮轴焊接部位再次断裂,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[514],514,"[""eocc_23e81241d25333b5""]",eocc_23e81241d25333b5
ent_9117a6cc0f07e96b,ent_9117a6cc0f07e96b,ent_9117a6cc0f07e96b,SHA 港,sha港,SHA 港,地点,地点,"[""地点""]",地点,,{},[471],471,"[""eocc_e5ef6c69c2ae50f7""]",eocc_e5ef6c69c2ae50f7
ent_9159e55dfe19b66a,ent_9159e55dfe19b66a,ent_9159e55dfe19b66a,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,1995年3月主机第16缸定时曾超前调了5度,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[510],510,"[""eocc_7d07a6174b5d79af""]",eocc_7d07a6174b5d79af
ent_919f35841d2b557f,ent_919f35841d2b557f,ent_919f35841d2b557f,No.7 左右燃油舱,no7左右燃油舱,No.7 左右燃油舱,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[504],504,"[""eocc_6096ed484248f18b""]",eocc_6096ed484248f18b
ent_91a68897f7d8d35b,ent_91a68897f7d8d35b,ent_91a68897f7d8d35b,No.5 缸燃油凸轮,no5缸燃油凸轮,No.5 缸燃油凸轮,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[513],513,"[""eocc_78624e7a4be226a7""]",eocc_78624e7a4be226a7
ent_91cc2f2d788938d1,ent_91cc2f2d788938d1,ent_91cc2f2d788938d1,卡亚俄,卡亚俄,卡亚俄,地点,地点,"[""地点""]",地点,,{},[484],484,"[""eocc_bf49cbf311369d04""]",eocc_bf49cbf311369d04
ent_92270c68d0411319,ent_92270c68d0411319,ent_92270c68d0411319,提醒监造人员在工作中必须加强监督检查，对存在问题及时联系厂方解决,提醒监造人员在工作中必须加强监督检查对存在问题及时联系厂方解决,提醒监造人员在工作中必须加强监督检查，对存在问题及时联系厂方解决,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[465],465,"[""eocc_7c87689f13db8ed2""]",eocc_7c87689f13db8ed2
ent_92421f2c5d83eceb,ent_92421f2c5d83eceb,ent_92421f2c5d83eceb,备车暖缸均不充分,备车暖缸均不充分,备车暖缸均不充分,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[486],486,"[""eocc_54c0f29820bc5379""]",eocc_54c0f29820bc5379
ent_9268d73462dda481,ent_9268d73462dda481,ent_9268d73462dda481,主机长期超负荷运行,主机长期超负荷运行,主机长期超负荷运行,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[486],486,"[""eocc_d1c25b1662a2cbdd""]",eocc_d1c25b1662a2cbdd
ent_926ca639b6813026,ent_926ca639b6813026,ent_926ca639b6813026,令槽内台阶,令槽内台阶,令槽内台阶,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[494],494,"[""eocc_3f7a62f9ad4b6162""]",eocc_3f7a62f9ad4b6162
ent_926e919b52123d01,ent_926e919b52123d01,ent_926e919b52123d01,船舶更换主机气缸油前，应事先清洁气缸油日用油柜、清除油脚，尽量减少混油数量；在两种气缸油实际切换进机过程中，轮机人员应密切跟踪主机工况变化，消除因混油引起性能变化而埋下的隐患。,船舶更换主机气缸油前应事先清洁气缸油日用油柜清除油脚尽量减少混油数量在两种气缸油实际切换进机过程中轮机人员应密切跟踪主机工况变化消除因混油引起性能变化而埋下的隐患,船舶更换主机气缸油前，应事先清洁气缸油日用油柜、清除油脚，尽量减少混油数量；在两种气缸油实际切换进机过程中，轮机人员应密切跟踪主机工况变化，消除因混油引起性能变化而埋下的隐患。,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[496],496,"[""eocc_a994e87e9cd2db9a""]",eocc_a994e87e9cd2db9a
ent_932bc133cf5727a5,ent_932bc133cf5727a5,ent_932bc133cf5727a5,停车吊缸,停车吊缸,停车吊缸,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[484],484,"[""eocc_553a1b85e83a5fa8""]",eocc_553a1b85e83a5fa8
ent_9340a3e8473b9a79,ent_9340a3e8473b9a79,ent_9340a3e8473b9a79,壳体,壳体,壳体,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[462],462,"[""eocc_401de17474baab80""]",eocc_401de17474baab80
ent_93452cdc0ba8adda,ent_93452cdc0ba8adda,ent_93452cdc0ba8adda,柱塞弹簧,柱塞弹簧,柱塞弹簧,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[482],482,"[""eocc_9faa463c1ecfefe5""]",eocc_9faa463c1ecfefe5
ent_9352ab29c45e24a3,ent_9352ab29c45e24a3,ent_9352ab29c45e24a3,控制加热设施存在滞后性,控制加热设施存在滞后性,控制加热设施存在滞后性,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[483],483,"[""eocc_a4d386635cfcea41""]",eocc_a4d386635cfcea41
ent_936596d9ba39f6f2,ent_936596d9ba39f6f2,ent_936596d9ba39f6f2,伴热设施,伴热设施,伴热设施,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[483],483,"[""eocc_ad34b5e55dcf8bca""]",eocc_ad34b5e55dcf8bca
ent_9417366731dedd49,ent_9417366731dedd49,ent_9417366731dedd49,主机燃油输送泵,主机燃油输送泵,主机燃油输送泵,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_e278c55ee6f8bcf7""]",eocc_e278c55ee6f8bcf7
ent_94253c59b9d8785a,ent_94253c59b9d8785a,ent_94253c59b9d8785a,油头泵压,油头泵压,油头泵压,处置措施,处置措施,"[""处置措施""]",处置措施,,"{""次数"": ""1 次""}",[467],467,"[""eocc_f46691c7f7ad4161""]",eocc_f46691c7f7ad4161
ent_9425949d15c5c53c,ent_9425949d15c5c53c,ent_9425949d15c5c53c,缸头、缸套裂纹,缸头缸套裂纹,缸头、缸套裂纹,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[511],511,"[""eocc_658115908c0639ac""]",eocc_658115908c0639ac
ent_949426fd951ae71a,ent_949426fd951ae71a,ent_949426fd951ae71a,烟气从曲拐箱上来,烟气从曲拐箱上来,烟气从曲拐箱上来,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[476],476,"[""eocc_8a5025a315c3d6f8""]",eocc_8a5025a315c3d6f8
ent_949d7391e3039788,ent_949d7391e3039788,ent_949d7391e3039788,进排气口,进排气口,进排气口,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[471],471,"[""eocc_245c61f5a0bbfc9e""]",eocc_245c61f5a0bbfc9e
ent_94f51cb120d80044,ent_94f51cb120d80044,ent_94f51cb120d80044,油雾浓度探测器,油雾浓度探测器,油雾浓度探测器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[476],476,"[""eocc_5951e23070cad0d4""]",eocc_5951e23070cad0d4
ent_9533f51876abd391,ent_9533f51876abd391,ent_9533f51876abd391,叶轮擦碰涡壳,叶轮擦碰涡壳,叶轮擦碰涡壳,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[498],498,"[""eocc_496765a8482daee1""]",eocc_496765a8482daee1
ent_957dfb7e9c00bae8,ent_957dfb7e9c00bae8,ent_957dfb7e9c00bae8,换新缸套并更换全部活塞令后装复,换新缸套并更换全部活塞令后装复,换新缸套并更换全部活塞令后装复,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[473],473,"[""eocc_cd3813f643402123""]",eocc_cd3813f643402123
ent_958908a97cbfba24,ent_958908a97cbfba24,ent_958908a97cbfba24,对第 2、3、7 缸吊缸检查,对第237缸吊缸检查,对第 2、3、7 缸吊缸检查,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[493],493,"[""eocc_5b1a5a5cd23f68b4""]",eocc_5b1a5a5cd23f68b4
ent_959a3fdb1aa453cb,ent_959a3fdb1aa453cb,ent_959a3fdb1aa453cb,空冷器脏堵,空冷器脏堵,空冷器脏堵,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[467],467,"[""eocc_24a37ac8ebf447c7""]",eocc_24a37ac8ebf447c7
ent_95baa87200810cb5,ent_95baa87200810cb5,ent_95baa87200810cb5,排气阀被吹坏,排气阀被吹坏,排气阀被吹坏,原因因素,原因因素,"[""原因因素""]",原因因素,,"{""涉及部件"": ""排气阀""}",[492],492,"[""eocc_c212760eaa12e30c""]",eocc_c212760eaa12e30c
ent_95bcf40454028e53,ent_95bcf40454028e53,ent_95bcf40454028e53,外壳,外壳,外壳,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[497],497,"[""eocc_493ca852392cc774""]",eocc_493ca852392cc774
ent_96684fb4fd7f0173,ent_96684fb4fd7f0173,ent_96684fb4fd7f0173,拉伤,拉伤,拉伤,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[473],473,"[""eocc_8bd7b350defd34e2""]",eocc_8bd7b350defd34e2
ent_9681c5af6fd72c02,ent_9681c5af6fd72c02,ent_9681c5af6fd72c02,增压器喘振有增无减且更为频繁,增压器喘振有增无减且更为频繁,增压器喘振有增无减且更为频繁,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[472],472,"[""eocc_1488b045249447d7""]",eocc_1488b045249447d7
ent_969244f4c0f26ca4,ent_969244f4c0f26ca4,ent_969244f4c0f26ca4,增压器网栅脏堵,增压器网栅脏堵,增压器网栅脏堵,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[505],505,"[""eocc_c64a7553faa3676a""]",eocc_c64a7553faa3676a
ent_969ca5f8251709f0,ent_969ca5f8251709f0,ent_969ca5f8251709f0,第 2 缸活塞顶部有一直径约 5mm 的小孔,第2缸活塞顶部有一直径约5mm的小孔,第 2 缸活塞顶部有一直径约 5mm 的小孔,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[476],476,"[""eocc_ba0eac996cd408cc""]",eocc_ba0eac996cd408cc
ent_96caa4d5010a6d64,ent_96caa4d5010a6d64,ent_96caa4d5010a6d64,分油设施,分油设施,分油设施,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[483],483,"[""eocc_6c2d2a745746417a""]",eocc_6c2d2a745746417a
ent_96ed039572579fbe,ent_96ed039572579fbe,ent_96ed039572579fbe,提高分油机分滤效果,提高分油机分滤效果,提高分油机分滤效果,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[509],509,"[""eocc_4e5b120a252009a7""]",eocc_4e5b120a252009a7
ent_971e855d01e0bf29,ent_971e855d01e0bf29,ent_971e855d01e0bf29,铝矿粉,铝矿粉,铝矿粉,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[461],461,"[""eocc_4cfd8f07d903ae16""]",eocc_4cfd8f07d903ae16
ent_974b0c462bf6ec1d,ent_974b0c462bf6ec1d,ent_974b0c462bf6ec1d,封缸运转,封缸运转,封缸运转,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[491],491,"[""eocc_e49d44c13e1d562e""]",eocc_e49d44c13e1d562e
ent_9758de461c0f8ea6,ent_9758de461c0f8ea6,ent_9758de461c0f8ea6,进口滤器,进口滤器,进口滤器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_fcc559c9f4ce63d6""]",eocc_fcc559c9f4ce63d6
ent_97be9b5d2b9f4dbd,ent_97be9b5d2b9f4dbd,ent_97be9b5d2b9f4dbd,再次停航,再次停航,再次停航,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[463],463,"[""eocc_bc1b14b756a670e2""]",eocc_bc1b14b756a670e2
ent_97c7077e39f59056,ent_97c7077e39f59056,ent_97c7077e39f59056,分离筒,分离筒,分离筒,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_5ea71360f8454aac""]",eocc_5ea71360f8454aac
ent_97f5ac7fa4c10142,ent_97f5ac7fa4c10142,ent_97f5ac7fa4c10142,IF380cSt 燃油,if380cst燃油,IF380cSt 燃油,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[505],505,"[""eocc_f95cf1d34f1185e8""]",eocc_f95cf1d34f1185e8
ent_98242a400c669f90,ent_98242a400c669f90,ent_98242a400c669f90,活塞上两道令槽有烧蚀现象,活塞上两道令槽有烧蚀现象,活塞上两道令槽有烧蚀现象,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[484],484,"[""eocc_adac20d2f25d52e6""]",eocc_adac20d2f25d52e6
ent_986f9f0e01637b31,ent_986f9f0e01637b31,ent_986f9f0e01637b31,备用油泵,备用油泵,备用油泵,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[468],468,"[""eocc_31eaeca6cf22caf9""]",eocc_31eaeca6cf22caf9
ent_98ba8d06d210a832,ent_98ba8d06d210a832,ent_98ba8d06d210a832,停车换缸套,停车换缸套,停车换缸套,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[505],505,"[""eocc_a6385cf75a04ec4f""]",eocc_a6385cf75a04ec4f
ent_98f5b83ab0654018,ent_98f5b83ab0654018,ent_98f5b83ab0654018,拆检增压器,拆检增压器,拆检增压器,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[496],496,"[""eocc_91268e8b91e407b6""]",eocc_91268e8b91e407b6
ent_990fa44e1dbeebae,ent_990fa44e1dbeebae,ent_990fa44e1dbeebae,由丹麦新做加厚瓦送船装复,由丹麦新做加厚瓦送船装复,由丹麦新做加厚瓦送船装复,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[503],503,"[""eocc_f11fc90eb9648cf2""]",eocc_f11fc90eb9648cf2
ent_996346d0400138f7,ent_996346d0400138f7,ent_996346d0400138f7,进、回油阀调节杆长度及锁紧程度未测量和检查,进回油阀调节杆长度及锁紧程度未测量和检查,进、回油阀调节杆长度及锁紧程度未测量和检查,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[481],481,"[""eocc_c8af59f3352ca689""]",eocc_c8af59f3352ca689
ent_996dc4f67ff5725e,ent_996dc4f67ff5725e,ent_996dc4f67ff5725e,台湾海峡附近海域,台湾海峡附近海域,台湾海峡附近海域,地点,地点,"[""地点""]",地点,,{},[509],509,"[""eocc_c347805530aaa8bb""]",eocc_c347805530aaa8bb
ent_9977be4940fe8710,ent_9977be4940fe8710,ent_9977be4940fe8710,在恶劣海况中，应适时降低主机负荷,在恶劣海况中应适时降低主机负荷,在恶劣海况中，应适时降低主机负荷,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[514],514,"[""eocc_dd6cc4f05a0eff87""]",eocc_dd6cc4f05a0eff87
ent_998c058ce3cfeb7b,ent_998c058ce3cfeb7b,ent_998c058ce3cfeb7b,更新活塞组和活塞令,更新活塞组和活塞令,更新活塞组和活塞令,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[485],485,"[""eocc_aff6dd5f01b824b7""]",eocc_aff6dd5f01b824b7
ent_999e7b949b94e688,ent_999e7b949b94e688,ent_999e7b949b94e688,将主机减回微速运行,将主机减回微速运行,将主机减回微速运行,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[476],476,"[""eocc_d1b9b95e5fcc4384""]",eocc_d1b9b95e5fcc4384
ent_99ada9241a2efe15,ent_99ada9241a2efe15,ent_99ada9241a2efe15,导套保险销紧固螺丝在船厂安装时未上紧,导套保险销紧固螺丝在船厂安装时未上紧,导套保险销紧固螺丝在船厂安装时未上紧,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[465],465,"[""eocc_a2a4063a5992c703""]",eocc_a2a4063a5992c703
ent_9a46f80d26d6cce0,ent_9a46f80d26d6cce0,ent_9a46f80d26d6cce0,PNH 轮,pnh轮,PNH 轮,船舶,船舶,"[""船舶""]",船舶,,"{""制造厂"": ""ABGOTAVERKEN"", ""制造年份"": ""1976 年"", ""类型"": ""超大型散货船""}","[491, 492]",491|492,"[""eocc_72aad1671fb9215e"", ""eocc_761937ecb8349e7c""]",eocc_72aad1671fb9215e|eocc_761937ecb8349e7c
ent_9aaee086cd31064b,ent_9aaee086cd31064b,ent_9aaee086cd31064b,高压油泵工作异常应对教训,高压油泵工作异常应对教训,高压油泵工作异常应对教训,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[483],483,"[""eocc_e195f39988c7c2cc""]",eocc_e195f39988c7c2cc
ent_9ac708d4288e95c8,ent_9ac708d4288e95c8,ent_9ac708d4288e95c8,更换备用缸头,更换备用缸头,更换备用缸头,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[489],489,"[""eocc_cee62f0a20e9ebb7""]",eocc_cee62f0a20e9ebb7
ent_9ae0ac8de931de75,ent_9ae0ac8de931de75,ent_9ae0ac8de931de75,轴套备件内外径尺寸不对,轴套备件内外径尺寸不对,轴套备件内外径尺寸不对,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[497],497,"[""eocc_72539e1da61c1723""]",eocc_72539e1da61c1723
ent_9b771f820f5acbd2,ent_9b771f820f5acbd2,ent_9b771f820f5acbd2,C 轮主机增压器频繁喘振,c轮主机增压器频繁喘振,C 轮主机增压器频繁喘振,事故案例,事故案例,"[""事故案例""]",事故案例,,{},[471],471,"[""eocc_90b86d647a26e2c3""]",eocc_90b86d647a26e2c3
ent_9c0172903ad5df7c,ent_9c0172903ad5df7c,ent_9c0172903ad5df7c,再次折返科伦坡港,再次折返科伦坡港,再次折返科伦坡港,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[462],462,"[""eocc_c2e5ced95c26ec85""]",eocc_c2e5ced95c26ec85
ent_9c148b024705c935,ent_9c148b024705c935,ent_9c148b024705c935,CH 轮,ch轮,CH 轮,船舶,船舶,"[""船舶""]",船舶,,{},"[496, 497]",496|497,"[""eocc_03f389d2500e64a2"", ""eocc_15b3dcb00a993b31""]",eocc_03f389d2500e64a2|eocc_15b3dcb00a993b31
ent_9c2bb913fe1acd71,ent_9c2bb913fe1acd71,ent_9c2bb913fe1acd71,主机活塞水低压报警,主机活塞水低压报警,主机活塞水低压报警,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[488],488,"[""eocc_987637df5d0a1ef9""]",eocc_987637df5d0a1ef9
ent_9c2f13935e78d6ec,ent_9c2f13935e78d6ec,ent_9c2f13935e78d6ec,减速航行,减速航行,减速航行,处置措施,处置措施,"[""处置措施""]",处置措施,,"{""数值"": ""55~60 r/min""}","[459, 460, 485, 502]",459|460|485|502,"[""eocc_72c5c76a7333f79b"", ""eocc_a379f83f9af53529"", ""eocc_cc87a783c0ba7185""]",eocc_72c5c76a7333f79b|eocc_a379f83f9af53529|eocc_cc87a783c0ba7185
ent_9cb657cd9c058402,ent_9cb657cd9c058402,ent_9cb657cd9c058402,排烟高温,排烟高温,排烟高温,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},"[462, 491]",462|491,"[""eocc_b686efc2b4bb3162"", ""eocc_ba09bffb64c3016f""]",eocc_b686efc2b4bb3162|eocc_ba09bffb64c3016f
ent_9cb6d8997e059705,ent_9cb6d8997e059705,ent_9cb6d8997e059705,No.5 右油舱与其上方 No.6 压载舱之间隔板,no5右油舱与其上方no6压载舱之间隔板,No.5 右油舱与其上方 No.6 压载舱之间隔板,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[506],506,"[""eocc_640cce95a62c54fc""]",eocc_640cce95a62c54fc
ent_9d34177a8382b0c9,ent_9d34177a8382b0c9,ent_9d34177a8382b0c9,BNA 港,bna港,BNA 港,地点,地点,"[""地点""]",地点,,{},[472],472,"[""eocc_2519fc75aa3c689e""]",eocc_2519fc75aa3c689e
ent_9d4d280313285300,ent_9d4d280313285300,ent_9d4d280313285300,继续循环分油,继续循环分油,继续循环分油,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[509],509,"[""eocc_89c5737521a518a2""]",eocc_89c5737521a518a2
ent_9d922c29bcc128ea,ent_9d922c29bcc128ea,ent_9d922c29bcc128ea,对主空冷器做化学清洗,对主空冷器做化学清洗,对主空冷器做化学清洗,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[466],466,"[""eocc_d72c14bc22762228""]",eocc_d72c14bc22762228
ent_9dc58d069377019a,ent_9dc58d069377019a,ent_9dc58d069377019a,更换排气阀,更换排气阀,更换排气阀,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[480],480,"[""eocc_8c15cda8c43d9a0e""]",eocc_8c15cda8c43d9a0e
ent_9e62c5af4a549b46,ent_9e62c5af4a549b46,ent_9e62c5af4a549b46,瓦伦西亚港,瓦伦西亚港,瓦伦西亚港,地点,地点,"[""地点""]",地点,,{},[511],511,"[""eocc_2784ce1de99c2ce1""]",eocc_2784ce1de99c2ce1
ent_9ea968d45f08c450,ent_9ea968d45f08c450,ent_9ea968d45f08c450,海况不好,海况不好,海况不好,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[493],493,"[""eocc_516a8e4eeaa5fccc""]",eocc_516a8e4eeaa5fccc
ent_9ea99d0d00ba058c,ent_9ea99d0d00ba058c,ent_9ea99d0d00ba058c,单缸停油,单缸停油,单缸停油,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[482],482,"[""eocc_64ff306652e72720""]",eocc_64ff306652e72720
